cell type	official gene symbol	nicknames
Retinal ganglion cells	CACNB3	CACNLB3
Retinal ganglion cells	CSDC2	PIPPin
Retinal ganglion cells	AKAP7	AKAP18|AKAP15
Retinal ganglion cells	HPCA	NA
Retinal ganglion cells	ISL1	Isl-1|ISLET1
Retinal ganglion cells	SLC17A6	DNPI|VGLUT2
Retinal ganglion cells	FGF12	FHF1|FGF12B
Retinal ganglion cells	DNER	UNQ26|bet
Retinal ganglion cells	TMEM163	DKFZP566N034|SV31
Retinal ganglion cells	RBPMS	HERMES
Retinal ganglion cells	POU4F1	RDC-1|BRN3A
Retinal ganglion cells	RBPMS2	NA
Retinal ganglion cells	CDK14	PFTAIRE1|PFTK1
Retinal ganglion cells	FXYD7	NA
Retinal ganglion cells	NEFM	NFM|NF-M|NEF3
Retinal ganglion cells	SNCG	BCSG1|SR|persyn
Retinal progenitor cells	PAX6	D11S812E|AN2
Retinal progenitor cells	CALB2	CAL2
Retinal progenitor cells	SIX6	Six9|OPTX2
Retinal progenitor cells	RHO	OPN2|CSNBAD1|RP4
Retinal progenitor cells	SIX3	HPE2
Retinal progenitor cells	NEFH	NA
Retinal progenitor cells	LGR5	HG38|FEX|GPR67|GPR49
Retinal progenitor cells	SAG	ARRESTIN|RP47
Retinal progenitor cells	RAX	RX
Retinal progenitor cells	NOTCH1	TAN1
Retinal progenitor cells	HES1	FLJ20408|HES-1|Hes1|bHLHb39|HRY
Retinal progenitor cells	MSI1	NA
Retinal progenitor cells	SOX9	SRA1|CMD1|CMPD1
Salivary mucous cells	SMGC	NA
Salivary mucous cells	SCGB2B27	NA
Salivary mucous cells	SCGB1B27	NA
Salivary mucous cells	SCGB2B26	NA
Salivary mucous cells	MUCL2	NA
Salivary mucous cells	KRT14	EBS3|EBS4
Salivary mucous cells	PROL1	NA
Salivary mucous cells	PIP	GCDFP-15|GCDFP15|GPIP4
Salivary mucous cells	MUCL1	SBEM
Salivary mucous cells	CNN1	Sm-Calp
Salivary mucous cells	THBS1	TSP1|THBS|TSP|THBS-1|TSP-1
Salivary mucous cells	CAR6	NA
Salivary mucous cells	MYH11	SMMHC|SMHC
Salivary mucous cells	KRT17	PCHC1
Satellite cells	PAX7	Hup1
Satellite cells	DMD	DXS142|DXS164|DXS206|DXS230|DXS239|DXS268|DXS269|DXS270|DXS272|MRX85
Satellite cells	CDH1	uvomorulin|CD324|UVO
Satellite cells	ERBB2	HER-2|CD340|HER2|NGL
Satellite cells	PAX3	HUP2|WS1
Satellite cells	MYF5	bHLHc2
Satellite cells	CDH15	CDH3
Satellite cells	CXCR4	LESTR|NPY3R|HM89|NPYY3R|D2S201E|fusin|HSY3RR|CD184
Satellite cells	FOXK1	IMAGE:5164497
Satellite cells	ITGA7	NA
Satellite cells	TCF21	POD1|bHLHa23
Satellite cells	ISL1	Isl-1|ISLET1
Satellite cells	MESP1	MGC10676|bHLHc5
Satellite cells	MET	HGFR|RCCP2|DFNB97
Satellite cells	CALCR	CTR
Satellite cells	ASB5	NA
Satellite cells	SRXN1	Npn3|SRX1|YKL086W|dJ850E9.2|C20orf139
Satellite cells	BDKRB1	BKR1|B1BKR|bradyb1
Satellite cells	CDCP1	CD318|SIMA135
Satellite cells	VCAM1	CD106
Satellite cells	MYOD1	MYOD|bHLHc1|MYF3
Satellite cells	SOX8	NA
Satellite cells	SPRY1	hSPRY1
Satellite cells	CXCL1	SCYB1|GROa|MGSA-a|NAP-3|MGSA|GRO1|FSP
Satellite cells	HMOX1	bK286B10|HO-1
Satellite cells	TNFRSF12A	FN14|TweakR|CD266
Satellite cells	RUNX1	PEBP2A2|AMLCR1|AML1|CBFA2
Satellite cells	BARX2	NA
Satellite cells	TRIM32	HT2A|TATIP|BBS11|LGMD2H
Satellite cells	VAMP2	VAMP-2|SYB2
Satellite cells	PEG3	ZKSCAN22|KIAA0287|ZNF904|ZSCAN24
Satellite cells	MSTN	GDF8
Satellite cells	ZFP423	NA
Satellite cells	SCRIB	KIAA0147|SCRB1|Vartul
Satellite cells	NFATC2	NF-ATP|NFATp|NFAT1
Satellite cells	IRF2	NA
Satellite cells	BMI1	RNF51|PCGF4
Satellite cells	SIX1	DFNA23
Satellite cells	HOXC10	HOX3I
Satellite cells	NOTCH3	CASIL|CADASIL
Satellite cells	HEYL	bHLHb33|HEY3|HESR3
Satellite cells	GAL	GMAP|GAL-GMAP|GLNN|GALN
Satellite cells	NCAM1	NCAM|CD56
Satellite cells	CAV1	NA
Satellite glial cells	GLUL	GLNS
Satellite glial cells	GFAP	FLJ45472
Satellite glial cells	EDNRB	ETB|HSCR2|HSCR
Satellite glial cells	BDKRB2	BK-2
Satellite glial cells	TGFA	NA
Satellite glial cells	EPOR	NA
Satellite glial cells	TNF	TNFSF2|DIF|TNF-alpha|TNFA
Satellite glial cells	IL6	IL-6|BSF2|HSF|IFNB2
Satellite glial cells	MAPK1	ERK2|p41mapk|MAPK2|PRKM2|PRKM1
Satellite glial cells	JAK2	JTK10
Satellite glial cells	SSTR1	NA
Satellite glial cells	SLC6A1	GAT1|GABATR|GABATHG
Satellite glial cells	PTGDS	L-PGDS
Satellite glial cells	SOX2	NA
Satellite glial cells	CDH1	uvomorulin|CD324|UVO
Satellite glial cells	CXCL8	SCYB8|LUCT|LECT|MDNCF|TSG-1|IL-8|NAP-1|3-10C|MONAP|AMCF-I|LYNAP|NAF|b-ENAP|GCP-1|K60|GCP1|IL8
Satellite glial cells	KCNJ10	Kir4.1|Kir1.2
Satellite glial cells	AQP4	MIWC
Satellite glial cells	CNGA3	CCNC1|CCNCa|CNG3|CNCG3|ACHM2
Satellite glial cells	TLR4	hToll|CD284|TLR-4|ARMD10
Satellite glial cells	P2RY12	P2Y12|SP1999|HORK3
Satellite glial cells	P2RX7	P2X7|MGC20089
Satellite glial cells	SLC1A3	EAAT1|GLAST|EA6
Satellite glial cells	IL17A	IL-17A|IL-17|CTLA8|IL17
Schwann cells	MPZ	HMSNIB|CMT2I|CMT2J|CMT1|CMT1B
Schwann cells	ITGB4	CD104
Schwann cells	LAMC1	LAMB2
Schwann cells	S100B	S100beta
Schwann cells	POU3F1	OCT6|SCIP|OTF6
Schwann cells	GFAP	FLJ45472
Schwann cells	MAG	SIGLEC4A|SIGLEC-4A|S-MAG|GMA
Schwann cells	OLIG1	BHLHB6|bHLHe21
Schwann cells	TST	NA
Schwann cells	NDRG1	DRG1|RTP|TDD5|CAP43
Schwann cells	CTHRC1	NA
Schwann cells	NF2	merlin|ACN|SCH|BANF
Schwann cells	SEPT9	MSF1|KIAA0991|PNUTL4|AF17q25|SeptD1
Schwann cells	AGR2	XAG-2|HAG-2|PDIA17
Schwann cells	NGFR	TNFRSF16|CD271|p75NTR
Schwann cells	CLDN19	NA
Schwann cells	PRX	KIAA1620
Schwann cells	NTRK1	TRKA|MTC
Schwann cells	ART3	NA
Schwann cells	BCAS1	NABC1|AIBC1
Schwann cells	NPY	PYY4
Schwann cells	ASPA	ACY2
Schwann cells	LGI4	NA
Schwann cells	BAG3	NA
Schwann cells	RXRG	NR2B3
Schwann cells	SOX10	DOM|WS4|WS2E
Schwann cells	CMTM5	FLJ37521|CKLFSF5
Schwann cells	BCHE	CHE2
Schwann cells	EGFL8	NG3|C6orf8
Schwann cells	GFRA3	GFRa-3
Schwann cells	SEMA3B	SemA|semaV|LUCA-1|sema5|SEMAA
Schwann cells	MATN2	NA
Schwann cells	SCN7A	Nav2.1|Nav2.2|NaG|SCN6A
Schwann cells	CD82	R2|IA4|TSPAN27|ST6|KAI1
Schwann cells	TAGLN	SM22|WS3-10|TAGLN1|DKFZp686P11128
Schwann cells	NOV	IGFBP9|CCN3
Schwann cells	ALDOC	NA
Schwann cells	APOD	NA
Schwann cells	CRYAB	HSPB5|CRYA2
Schwann cells	PLP1	GPM6C|SPG2
Schwann cells	PMP22	HNPP|GAS3|Sp110
Schwann cells	CADM4	TSLL2|Necl-4|SynCAM4|IGSF4C
Schwann cells	KCNA1	Kv1.1|RBK1|HUK1|MBK1|AEMK
Schwann cells	CNP	NA
Schwann cells	GPR37L1	ETBR-LP-2
Schwann cells	NRN1	NRN
Schwann cells	CD59A	NA
Schwann cells	STMN1	OP18|PR22|PP19|Lag|FLJ32206|LAP18|C1orf215
Sebocytes	CAMP	CAP18|FALL39|FALL-39|LL37
Sebocytes	IHH	HHG2|BDA1
Sebocytes	CRHR1	CRF-R|CRF1|CRHR
Sebocytes	CALCA	CALC1
Sebocytes	F2RL1	GPR11
Sebocytes	KLF5	IKLF|CKLF|BTEB2
Sebocytes	EXO1	HEX1|hExoI
Sebocytes	CRH	CRH1
Sebocytes	CEBPB	NFIL6|IL6DBP|C/EBP-beta|TCF5
Sebocytes	CDH1	uvomorulin|CD324|UVO
Sebocytes	LTA4H	NA
Sebocytes	RDH12	FLJ30273|SDR7C2|LCA13|RP53
Sebocytes	CEBPA	C/EBP-alpha|CEBP
Sebocytes	ADIPOR1	PAQR1|ACDCR1
Sebocytes	S100A7	S100A7c|PSOR1
Sebocytes	ANGPTL4	pp1158|PGAR|ARP4|HFARP|FIAF
Sebocytes	CYP24A1	CP24|P450-CC24|CYP24
Sebocytes	PTGER2	NA
Sebocytes	CNR2	CB2
Sebocytes	KRT7	CK7|K2C7
Sebocytes	SRD5A2	NA
Sebocytes	FFAR2	FFA2R|GPR43
Sebocytes	FFAR3	FFA3R|GPR41
Sebocytes	MUC1	CD227|PEM|ADMCKD|ADMCKD1|MCKD|MCKD1
Sebocytes	HRH1	NA
Serotonergic neurons	TPH1	TPRH|TPH
Serotonergic neurons	SLC6A4	5-HTT|SERT1|HTT|OCD1
Serotonergic neurons	FEV	Pet-1
Serotonergic neurons	TPH2	NTPH|FLJ37295
Serotonergic neurons	DDC	AADC
Serotonergic neurons	SLC18A2	SVMT|SVAT|VMAT2
Serotonergic neurons	ESM1	NA
Serotonergic neurons	SLC22A3	NA
Sertoli cells	KITLG	SCF|Kitl|KL-1|FPH2|SLF|DFNA69
Sertoli cells	AMH	MIS
Sertoli cells	INHBB	NA
Sertoli cells	SHBG	ABP|TEBG|MGC126834|MGC138391
Sertoli cells	GATA1	ERYF1|NFE1|GATA-1
Sertoli cells	GATA4	NA
Sertoli cells	DHH	HHG-3|MGC35145
Sertoli cells	AR	AIS|NR3C4|SMAX1|HUMARA|DHTR|SBMA
Sertoli cells	GDNF	ATF1|ATF2|HFB1-GDNF
Sertoli cells	MAFB	KRML
Sertoli cells	GAMT	PIG2|TP53I2
Sertoli cells	MEIG1	bA2K17.3|SPATA39
Sertoli cells	KITL	NA
Sertoli cells	HES5	bHLHb38
Sertoli cells	CCL9	NA
Sertoli cells	NF2	merlin|ACN|SCH|BANF
Sertoli cells	INHA	NA
Sertoli cells	DES	CMD1I|CSM1|CSM2
Sertoli cells	FAS	CD95|APO-1|FAS1|APT1|TNFRSF6
Sertoli cells	FASLG	FasL|CD178|APT1LG1|TNFSF6
Sertoli cells	TF	PRO1557|PRO2086
Sertoli cells	WT1	WIT-2|AWT1|NPHS4|GUD
Sertoli cells	AARD	LOC441376|C8orf85
Sertoli cells	CST12	NA
Sertoli cells	DEFB19	NA
Sertoli cells	CST9	CTES7A
Sertoli cells	RHOX8	NA
Sertoli cells	GSTM6	NA
Sertoli cells	ETD	NA
Sertoli cells	TMEM184A	MGC9712|SDMG1
Sertoli cells	WNT6	NA
Sertoli cells	MRO	FLJ30140|C18orf3
Sertoli cells	HSD17B3	SDR12C2
Sertoli cells	AMHR2	MISR2|MISRII
Sertoli cells	SEMA5B	SemG|KIAA1445|FLJ10372|SEMAG
Sertoli cells	SCX	bHLHa48|bHLHa41|SCXA|SCXB
Sertoli cells	HSD17B1	MGC138140|SDR28C1|EDH17B2
Sertoli cells	TSX	NA
Sertoli cells	STIM1	GOK|D11S4896E
Sertoli cells	ANKRD7	TSA806
Sertoli cells	PHF7	NYD-SP6|HSPC226
Sertoli cells	CXCL12	SCYB12|SDF-1a|SDF-1b|PBSF|TLSF-a|TLSF-b|TPAR1|SDF1A|SDF1B|SDF1
Sertoli cells	STAR	StAR|STARD1
Sertoli cells	WFDC2	HE4|WAP5|dJ461P17.6|EDDM4
Sertoli cells	PRND	DPL|dJ1068H6.4|DOPPEL|PrPLP
Sertoli cells	HSPBAP1	FLJ22623|PASS1
Sertoli cells	NXF3	NA
Sertoli cells	GBA2	KIAA1605|AD035|DKFZp762K054|SPG46
Sertoli cells	PADI2	KIAA0994|PDI2
Sertoli cells	ABCG8	GBD4
Sertoli cells	DIAPH2	POF2|DIA2
Sertoli cells	CTSA	GSL|PPGB
Sertoli cells	PFKFB3	NA
Sertoli cells	MSI1	NA
Sertoli cells	NOTCH2	NA
Sertoli cells	GATA6	NA
Sertoli cells	CLDN11	OSP|OTM
Sertoli cells	OCLN	PPP1R115
Sertoli cells	SERPINA3N	NA
Sertoli cells	SERPINB9	CAP3|PI9
Sertoli cells	SERPING1	C1IN|C1-INH|HAE1|HAE2|C1NH
Sertoli cells	CD55	TC|CROM|DAF
Sertoli cells	CD46	TRA2.10|MGC26544|MIC10
Sertoli cells	CLU	SGP-2|SP-40|TRPM-2|KUB1|CLU2|CLI|APOJ
Sertoli cells	FSHR	FSHRO|LGR1|ODG1
Sertoli cells	RXRB	NR2B2|H-2RIIBP|RCoR-1
Sertoli cells	PRLR	NA
Sertoli cells	SLC16A3	NA
Sertoli cells	EPS8	NA
Sertoli cells	NR1H2	NER|NER-I|RIP15|LXR-b|LXRb
Sertoli cells	BCAR3	SH2D3B|AND-34
Sertoli cells	SOX9	SRA1|CMD1|CMPD1
Smooth muscle cells	ACTA2	ACTSA
Smooth muscle cells	CNN1	Sm-Calp
Smooth muscle cells	HEXIM1	CLP-1|MAQ1
Smooth muscle cells	TAGLN	SM22|WS3-10|TAGLN1|DKFZp686P11128
Smooth muscle cells	RGS5	NA
Smooth muscle cells	WFDC1	PS20
Smooth muscle cells	NOTCH3	CASIL|CADASIL
Smooth muscle cells	RPRM	FLJ90327|REPRIMO
Smooth muscle cells	DES	CMD1I|CSM1|CSM2
Smooth muscle cells	FHL2	SLIM3|DRAL
Smooth muscle cells	FBLN5	EVEC|UP50|DANCE|ARMD3
Smooth muscle cells	LOX	NA
Smooth muscle cells	NF2	merlin|ACN|SCH|BANF
Smooth muscle cells	ANGPT1	KIAA0003|Ang1
Smooth muscle cells	CRABP1	CRABP|CRABPI|RBP5
Smooth muscle cells	MYH11	SMMHC|SMHC
Smooth muscle cells	FABP4	A-FABP|aP2
Smooth muscle cells	ACTC1	CMD1R|ACTC
Smooth muscle cells	ANKRD1	C-193|ALRP|CVARP|MCARP
Smooth muscle cells	OBSCN	KIAA1556|UNC89|KIAA1639|ARHGEF30
Smooth muscle cells	PDE4DIP	KIAA0477|KIAA0454|MMGL|CMYA2
Smooth muscle cells	LMO7	FBX20|KIAA0858|FBXO20
Smooth muscle cells	MYH6	NA
Smooth muscle cells	NEXN	nexilin|NELIN
Smooth muscle cells	ACTG2	ACTSG|ACTL3|ACTA3
Smooth muscle cells	MUSTN1	Mustang
Smooth muscle cells	SOD3	EC-SOD
Smooth muscle cells	HSPB6	FLJ32389|Hsp20|PPP1R91
Smooth muscle cells	RRAD	REM3|RAD
Smooth muscle cells	LMOD1	64kD|D1|1D
Smooth muscle cells	ITGA1	VLA1|CD49a
Smooth muscle cells	SPEG	MGC12676|KIAA1297|SPEGalpha|SPEGbeta|BPEG|APEG1
Smooth muscle cells	EHD2	PAST2
Smooth muscle cells	RBPMS2	NA
Smooth muscle cells	MAP3K7CL	TAKL|TAK1L|TAKL-1|TAKL-2|TAKL-4|C21orf7
Smooth muscle cells	SLC38A11	FLJ39822|AVT2
Smooth muscle cells	GJA4	CX37
Smooth muscle cells	KAT2B	P/CAF|GCN5L|PCAF
Smooth muscle cells	LGR6	FLJ14471
Smooth muscle cells	MSRB3	FLJ36866|DKFZp686C1178|DFNB74
Smooth muscle cells	AKT2	NA
Smooth muscle cells	RASL12	RIS
Smooth muscle cells	ZBTB44	HSPC063|ZNF851|BTBD15
Smooth muscle cells	WWP2	AIP2
Smooth muscle cells	SSPN	SPN1|SPN2|KRAG
Smooth muscle cells	OTUD1	DUBA7|OTDC1
Smooth muscle cells	FAS	CD95|APO-1|FAS1|APT1|TNFRSF6
Smooth muscle cells	VASN	SLITL2
Smooth muscle cells	PDGFD	SCDGF-B|MSTP036|IEGF
Smooth muscle cells	SMOC1	NA
Smooth muscle cells	AAED1	C9orf21
Smooth muscle cells	AOC3	VAP1|HPAO|VAP-1
Smooth muscle cells	SEC24D	KIAA0755
Smooth muscle cells	KCNAB1	AKR6A3|KCNA1B|hKvBeta3|Kvb1.3|hKvb3
Smooth muscle cells	MYLK4	SgK085
Smooth muscle cells	KIF1C	SPAX2|SPG58
Smooth muscle cells	MRVI1	JAW1L|IRAG
Smooth muscle cells	JPH2	JP-2
Smooth muscle cells	ITGA9	RLC|ITGA4L|ALPHA-RLC
Smooth muscle cells	KCNMB1	hslo-beta
Smooth muscle cells	NOX4	KOX-1|KOX
Smooth muscle cells	NOV	IGFBP9|CCN3
Smooth muscle cells	DMPK	DMK|DM1PK|MDPK|MT-PK|DM
Smooth muscle cells	SH3BGR	21-GARP
Smooth muscle cells	ITGA8	NA
Smooth muscle cells	TCF21	POD1|bHLHa23
Smooth muscle cells	ADAMDEC1	M12.219
Smooth muscle cells	HHIP	FLJ20992
Smooth muscle cells	MFAP5	MAGP2|MP25
Smooth muscle cells	SPON2	DIL1
Smooth muscle cells	LAMB2	NPHS5|LAMS
Smooth muscle cells	GJC1	CX45|GJA7
Smooth muscle cells	ACKR3	GPR159|CMKOR1|CXCR7
Smooth muscle cells	OGN	mimecan|OIF|SLRR3A
Smooth muscle cells	SMTN	NA
Smooth muscle cells	BGN	DSPG1|SLRR1A
Smooth muscle cells	MYL9	MYRL2|MLC2|LC20|MRLC1
Smooth muscle cells	MYLK	smMLCK|MYLK1|MLCK1
Smooth muscle cells	PCP4L1	IQM1
Smooth muscle cells	SNCG	BCSG1|SR|persyn
Smooth muscle cells	PLN	CMD1P
Smooth muscle cells	NRP2	VEGF165R2
Spermatocytes	CAPN1	muCANP|muCL|CANPL1
Spermatocytes	JAKMIP1	MARLIN1|JAMIP1|Gababrbp|FLJ31564
Spermatocytes	SMCP	NA
Spermatocytes	GKAP1	GKAP42|FKSG21
Spermatocytes	SPATA33	FLJ31606|C16orf55
Spermatocytes	NOTCH3	CASIL|CADASIL
Spermatocytes	GCNA	NAAR1|ACRC
Spermatocytes	TP73	P73
Spermatocytes	PGK2	PGKPS|PGK-2
Spermatocytes	ACR	NA
Spermatocytes	SYCP1	HOM-TES-14|CT8
Spermatocytes	SYCP2	NA
Spermatocytes	SYCP3	NA
Spermatocytes	TXNDC8	bA427L11.2|TRX6|SPTRX-3
Spermatocytes	TEX101	MGC4766|SGRG|CT131|SPATA44
Spermatocytes	CD46	TRA2.10|MGC26544|MIC10
Spermatocytes	INHBB	NA
Spermatocytes	PRM1	CT94.1
Spermatocytes	PRM2	CT94.2
Spermatocytes	IGF2	FLJ44734|IGF-II|C11orf43
Spermatocytes	TNP1	NA
Spermatocytes	OSR2	FLJ90037
Spermatozoa	ABHD2	LABH2
Spermatozoa	HVCN1	MGC15619|Hv1|VSOP
Spermatozoa	GPR55	NA
Spermatozoa	ABCA1	TGD|HDLDT1
Spermatozoa	SLC31A1	hCTR1|CTR1|COPT1
Spermatozoa	LDHC	CT32
Spermatozoa	PRKAA2	AMPK|AMPKa2|PRKAA
Spermatozoa	HSPA2	NA
Spermatozoa	ODF1	ODFPG|ODF27|RT7|HSPB10|CT133
Stromal cells	MMP1	NA
Stromal cells	MMP2	TBE-1|CLG4|CLG4A
Stromal cells	MMP9	CLG4B
Stromal cells	TLR3	CD283
Stromal cells	MME	CALLA|CD10
Stromal cells	PECAM1	CD31
Stromal cells	ITGA4	CD49d|CD49D
Stromal cells	ICAM3	CDW50|ICAM-R|CD50
Stromal cells	ITGAV	CD51|VNRA|MSK8|VTNR
Stromal cells	ICAM1	CD54
Stromal cells	VCAM1	CD106
Stromal cells	KIT	CD117|SCFR|C-Kit|PBT
Stromal cells	PDGFRA	CD140a|PDGFR2|GAS9
Stromal cells	PDGFRB	JTK12|CD140b|PDGFR1|PDGFR
Stromal cells	MADCAM1	MACAM1
Stromal cells	B4GALNT1	beta1-4GalNAc-T|GALGT|SPG26
Stromal cells	TLR1	rsc786|KIAA0012|CD281
Stromal cells	TLR2	TIL4|CD282
Stromal cells	TLR4	hToll|CD284|TLR-4|ARMD10
Stromal cells	CDH11	CAD11
Stromal cells	CALB2	CAL2
Stromal cells	DES	CMD1I|CSM1|CSM2
Stromal cells	MMRN2	EndoGlyx-1|FLJ13465|EMILIN3
Stromal cells	CD248	TEM1|CD164L1
Stromal cells	FAP	NA
Stromal cells	LAMC2	nicein-100kDa|kalinin-105kDa|BM600-100kDa|EBR2|LAMB2T|LAMNB2|EBR2A
Stromal cells	SNED1	FLJ00133|SST3|Snep
Stromal cells	TNC	MGC167029|HXB|DFNA56
Stromal cells	LUM	SLRR2D|LDC
Stromal cells	COL15A1	NA
Stromal cells	GDF10	BMP-3b
Stromal cells	COL4A1	NA
Stromal cells	BMP4	BMP2B
Stromal cells	WNT2	IRP|INT1L1
Stromal cells	BMP5	NA
T cells	CD3D	T3D
T cells	CD3G	NA
T cells	CD3E	NA
T cells	HOPX	LAGY|OB1|NECC1|SMAP31
T cells	CCL3	G0S19-1|LD78ALPHA|MIP-1-alpha|SCYA3
T cells	CCL4	MIP-1-beta|Act-2|AT744.1|SCYA4
T cells	GIMAP2	DKFZp586D0824|HIMAP2|IMAP2|IAN12
T cells	SYT3	NA
T cells	NOTCH3	CASIL|CADASIL
T cells	SEMA6D	KIAA1479|FLJ11598
T cells	DKK3	REIC
T cells	IFIT3	ISG60|RIG-G|CIG-49|IFI60|GARG-49|IRG2|IFIT4
T cells	CERK	hCERK|FLJ23239|dA59H18.3|DKFZp434E0211|FLJ21430|KIAA1646|LK4|dA59H18.2
T cells	CCL6	NA
T cells	PMCH	MCH
T cells	CD4	NA
T cells	LTB	TNFSF3|TNFC
T cells	GIMAP3	NA
T cells	CXCR6	TYMSTR|STRL33|BONZO|CD186
T cells	IL7R	CD127|IL7RA
T cells	SATB1	NA
T cells	LEF1	TCF1ALPHA|TCF10|TCF7L3
T cells	ITK	PSCTK2|LYK
T cells	TRBC2	TCRBC2
T cells	PTPRCAP	CD45-AP
T cells	GEM	NA
T cells	CD7	LEU-9|TP41|Tp40
T cells	MAFF	hMafF
T cells	TGIF1	HPE4
T cells	RORA	RZRA|ROR1|ROR2|ROR3|NR1F1
T cells	TNFAIP3	OTUD7C
T cells	CREM	hCREM-2
T cells	PXDC1	C6orf145
T cells	NABP1	FLJ22833|DKFZp667M1322|FLJ13624|MGC111163|SSB2|hSSB2|SOSS-B2|OBFC2A
T cells	FAM110A	bA371L19.3|C20orf55
T cells	EEF1B2P3	EEF1B4
T cells	TRAC	NA
T cells	CD69	CLEC2C
T cells	PFN1P1	NA
T cells	IL32	NK4|TAIF|TAIFb|TAIFd
T cells	CXCR4	LESTR|NPY3R|HM89|NPYY3R|D2S201E|fusin|HSY3RR|CD184
T cells	H2-Q7	NA
T cells	TRBC1	TCRBC1|BV05S1J2.2
T cells	SEPT1	PNUTL3
T cells	BCL2	Bcl-2|PPP1R50
T cells	CYTL1	C17|C4orf4
T cells	CD2	NA
T cells	CTSW	NA
T cells	PTPN22	Lyp|Lyp1|Lyp2|PTPN8
T cells	TXK	TKL|PSCTK5|BTKL|RLK|PTK4
T cells	GDPD3	MGC4171
T cells	TRAF1	EBI6
T cells	IL2RA	IL2R|IDDM10
T cells	CD8B	CD8B1
T cells	BATF3	JUNDM1|SNFT
T cells	GZMH	CGL-2|CCP-X|CSP-C|CTSGL2
T cells	LAG3	CD223
T cells	CD8B1	NA
T cells	GZMK	TRYP2|PRSS
T cells	GZMB	CCPI|CGL-1|CSP-B|CGL1|CTSGL1|SECT|CSPB
T cells	SH2D1A	XLP|DSHP|XLPD|EBVS|IMD5|LYP
T cells	MYO1G	HA-2
T cells	FMNL1	C17orf1B|FMNL
T cells	S1PR4	EDG6
T cells	CD247	CD3H|CD3Q|CD3Z
T cells	MS4A4C	NA
T cells	GIMAP5	HIMAP3|IAN5|IAN4L1
T cells	CD28	NA
T cells	CD160	BY55|NK1|NK28
T cells	TCRG-C2	NA
T cells	TCRG-C1	Cgamma1|Gm17004
T cells	TCRG-C4	NA
T cells	TRDC	NA
T cells	H2-T3	NA
T cells	H2-T10	NA
T cells	RHOH	RhoH|TTF|ARHH
T cells	KLRB1	CD161|NKR-P1|NKR-P1A|hNKR-P1A|CLEC5B
T cells	CCR2	CC-CKR-2|CKR2|MCP-1-R|CD192|FLJ78302|CMKBR2
T cells	IL2RB	CD122|IL15RB
T cells	CD163L1	M160|CD163B|SCARI2|WC1
T cells	TRDV4	NA
T cells	MBD2	NA
T cells	ICOS	AILIM|CD278
T cells	IL18R1	IL1RRP|IL-1Rrp|CD218a
T cells	TNFRSF4	ACT35|OX40|CD134|TXGP1L
T cells	CCL20	LARC|MIP-3a|exodus-1|ST38|CKb4|SCYA20
T cells	CLEC2D	LLT1|CLAX|OCIL
T cells	CD8A	CD8
T cells	CD6	Tp120
T cells	S100A4	P9KA|18A2|PEL98|42A|CAPL
T cells	CCL5	RANTES|SISd|TCP228|MGC17164|D17S136E|SCYA5
T cells	LCK	NA
T cells	CD81	TAPA-1|TSPAN28|TAPA1
T cells	THY1	CD90
T cells	LAT	NA
T cells	SKAP1	SKAP55|SCAP1
T cells	TCF7	TCF-1
T cells	CCR7	BLR2|CDw197|CD197|CMKBR7|EBI1
T cells	MYB	c-myb
T cells	CCL4L2	NA
T cells	PYHIN1	IFIX|MGC23885
T cells	GZMA	HFSP|CTLA3
T cells	JUNB	NA
T cells	DUSP2	PAC-1
T cells	IFNG	NA
T cells	CD52	HE5|EDDM5|CDW52
T cells	BRAF	BRAF1
T cells naive	CD3D	T3D
T cells naive	CD4	NA
T cells naive	SELL	LSEL|LAM1|LAM-1|hLHRc|Leu-8|Lyam-1|PLNHR|CD62L|LYAM1|LNHR
T cells naive	CCR7	BLR2|CDw197|CD197|CMKBR7|EBI1
T cytotoxic cells	CD2	NA
T cytotoxic cells	CD27	S152|Tp55|TNFRSF7
T cytotoxic cells	CD28	NA
T cytotoxic cells	CD5	NA
T cytotoxic cells	CD69	CLEC2C
T cytotoxic cells	CD8A	CD8
T cytotoxic cells	GZMB	CCPI|CGL-1|CSP-B|CGL1|CTSGL1|SECT|CSPB
T cytotoxic cells	TRAC	NA
T follicular helper cells	BCL6	ZBTB27|LAZ3|BCL5|BCL6A|ZNF51
T follicular helper cells	CD3D	T3D
T follicular helper cells	CD4	NA
T follicular helper cells	CD84	SLAMF5|hCD84|mCD84
T follicular helper cells	IL6R	CD126
T follicular helper cells	SLAMF1	CD150|SLAM
T follicular helper cells	CD40LG	CD40L|gp39|hCD40L|CD154|HIGM1|IMD3|TNFSF5
T follicular helper cells	CXCR5	MDR15|CD185|BLR1
T follicular helper cells	TNFSF4	OX-40L|gp34|CD252|TXGP1
T follicular helper cells	ICOS	AILIM|CD278
T follicular helper cells	PDCD1	CD279|hSLE1|PD-1|SLEB2
T follicular helper cells	CD200	MRC|OX-2
T follicular helper cells	P2RX7	P2X7|MGC20089
T helper cells	IFNG	NA
T helper cells	IL2	IL-2|TCGF
T helper cells	TBX21	TBLYM|T-bet
T helper cells	DPP4	CD26|ADCP2
T helper cells	KLRD1	CD94
T helper cells	CXCR3	CKR-L2|CMKAR3|IP10-R|MigR|CD183|GPR9
T helper cells	CCR1	MIP1aR|CD191|SCYAR1|CMKBR1
